,Artist Name,Track Name,ms Played,Listen Count,Key,Tempo,Danceability,Energy,Loudness,Speechiness,Acousticness,Liveness,Valence,Liked
16105,Highly Suspect,Serotonia - Live From Spotify NYC,3250,2,11,63.791,0.271,0.596,-6.334,0.0452,0.00415,0.0744,0.152,False
16106,UPSAHL,Smile For The Camera,173693,4,5,129.97,0.585,0.788,-3.263,0.0375,0.016,0.109,0.487,False
16107,Sepultura,Orgasmatron,254386,1,9,138.217,0.495,0.98,-5.467,0.091,0.000177,0.227,0.326,False
16108,Wrabel,that's what i'd do (live),396236,1,2,100.63,0.402,0.15,-10.447,0.0344,0.855,0.495,0.115,False
16109,The Neighbourhood,Female Robbery,209520,1,7,88.113,0.519,0.897,-3.167,0.0276,0.0071,0.211,0.335,False
16110,White Void,"Where You Go, You'll Bring Nothing - Gost Remix",123114,1,6,130.019,0.509,0.789,-10.125,0.0427,7.86e-05,0.247,0.532,False
16111,Moxie Raia,Buffalo Bill,197306,2,11,83.964,0.664,0.693,-8.239,0.0541,0.158,0.157,0.511,False
16112,Noah Gundersen,Yellow - Acoustic,232413,1,2,141.819,0.358,0.0702,-15.305,0.0326,0.921,0.104,0.236,False
16113,Neulore,Shadow Of A Man,196240,1,0,107.048,0.523,0.88,-5.118,0.0375,0.0214,0.312,0.35,False
16114,Paul McCartney,Love Song to the Earth,231679,5,6,140.044,0.377,0.629,-7.243,0.0341,0.032,0.0777,0.14,False
16115,Clark Ingram,Twinkling Star,170784,1,5,69.938,0.601,0.0557,-22.096,0.0412,0.992,0.111,0.0917,False
16116,Justin Jesso,If You're Meant To Come Back,179354,2,4,93.017,0.559,0.335,-10.262,0.0364,0.624,0.0717,0.162,False
16117,Years & Years,If You're Over Me,189000,1,8,103.846,0.647,0.853,-4.516,0.0904,0.0615,0.062,0.618,False
16118,The Beach Boys,That's Not Me - Mono / Remastered,150107,1,4,116.04,0.598,0.553,-7.473,0.0291,0.565,0.079,0.356,False
16119,Violet Days,Your Girl,232642,2,9,149.953,0.553,0.564,-7.072,0.0418,0.039,0.318,0.31,False
16120,Seether,Stoke The Fire,0,3,4,147.94,0.44,0.845,-4.643,0.0481,3.25e-05,0.0724,0.208,False
16121,Akano,"Fake Town Baby (From ""Kekkai Sensen & BEYOND"") - Remix",114286,1,1,92.132,0.67,0.762,-4.29,0.0705,0.0988,0.0332,0.595,False
16122,Memory of a Melody,Things That Make You Scream,185600,3,1,177.742,0.479,0.924,-5.067,0.11,0.00085,0.274,0.719,False
16123,Jinjer,Pisces,305571,3,9,140.002,0.6,0.849,-5.788,0.0376,0.0174,0.0745,0.257,False
16124,LEDGER,Ruins,237626,6,7,71.006,0.43,0.482,-5.961,0.028,0.732,0.151,0.354,False
16125,Estrons,Cold Wash,176410,1,11,126.927,0.52,0.889,-4.863,0.0875,0.000305,0.316,0.564,False
16126,Divitius,Lucid,271500,2,0,150.023,0.322,0.988,-3.916,0.234,0.00302,0.151,0.0898,False
16127,Boyce Avenue,I Like Me Better,20460,1,9,87.145,0.473,0.263,-8.609,0.033,0.814,0.142,0.315,False
16128,Poppy,My Microphone,171976,2,10,163.065,0.666,0.725,-6.181,0.0905,0.000125,0.0433,0.551,False
16129,Martin Jensen,16 Steps,208022,8,7,180.055,0.601,0.674,-5.638,0.125,0.0561,0.117,0.596,False
16130,Pearl Jam,I Am Mine,215333,2,7,161.586,0.323,0.728,-5.416,0.0321,0.00394,0.102,0.489,False
16131,Nicola Wincenc,Times Is Hard,191351,10,6,147.976,0.357,0.686,-9.459,0.04,0.0111,0.0745,0.218,False
16132,Sleeping At Last,North,259375,2,7,85.695,0.367,0.139,-12.903,0.0465,0.866,0.111,0.323,False
16133,Lifehouse,Halfway Gone,195306,1,1,125.023,0.543,0.919,-4.831,0.0415,0.000449,0.243,0.498,False
16134,Being As An Ocean,Intro (The Envoy),132539,2,0,134.927,0.533,0.746,-7.479,0.0659,0.00154,0.593,0.148,False
16135,Lilyisthatyou,Bad Energy,74534,2,5,131.992,0.641,0.911,-5.741,0.0501,0.0123,0.188,0.781,False
16136,The Pineapple Thief,That Shore,292565,2,7,110.04,0.612,0.161,-19.851,0.0328,0.186,0.122,0.0394,False
16137,Poison,Every Rose Has Its Thorn - Live On MTV Unplugged / Remastered 2000,493935,2,6,143.417,0.44,0.543,-10.169,0.045,0.726,0.965,0.44,False
16138,He Is We,Too Beautiful,245008,1,2,127.873,0.686,0.122,-11.747,0.036,0.774,0.172,0.241,False
16139,Daniel Tompkins,Saved,216774,3,5,124.088,0.66,0.61,-8.282,0.032,0.0285,0.0883,0.0388,False
16140,Emily Osment,Once Upon a Dream,212400,1,1,115.981,0.624,0.867,-4.587,0.0371,0.0277,0.0553,0.58,False
16141,Vera Blue,We Used To,201253,1,9,136.076,0.328,0.45,-9.626,0.0404,0.435,0.11,0.173,False
16142,Lawrence,The Weather,169093,1,1,91.234,0.444,0.304,-8.414,0.0618,0.889,0.1,0.324,False
16143,Jess Glynne,Don't Be so Hard on Yourself,211460,1,6,120.008,0.571,0.815,-3.267,0.0321,0.0608,0.163,0.664,False
16144,BØRNS,God Save Our Young Blood,8219,1,9,130.973,0.623,0.55,-7.594,0.0527,0.74,0.13,0.396,False
16145,James Blunt,Face the Sun,243506,1,0,183.865,0.335,0.235,-11.604,0.0281,0.673,0.284,0.0618,False
16146,Faouzia,Minefields,190605,1,1,152.617,0.476,0.686,-5.019,0.11,0.183,0.0997,0.243,False
16147,Black Eyed Peas,Rockin To The Beat,225773,1,8,128.022,0.89,0.444,-9.001,0.0668,0.0443,0.117,0.407,False
16148,The Murder of My Sweet,Fallen,181973,1,11,83.02,0.472,0.864,-4.565,0.0627,0.03,0.121,0.456,False
16149,Hozier,Angel of Small Death and the Codeine Scene,1700,2,4,93.507,0.364,0.64,-5.757,0.0506,0.201,0.12,0.386,False
16150,Birdy,Wings,252106,1,7,83.235,0.474,0.707,-4.534,0.0253,0.0831,0.162,0.224,False
16151,Darren Korb,No Escape,145048,1,5,178.035,0.374,0.715,-7.927,0.0277,0.00191,0.105,0.328,False
16152,Adele,Set Fire to the Rain,241693,2,2,108.003,0.61,0.683,-3.879,0.0253,0.00382,0.125,0.466,False
16153,Evanescence,Use My Voice,242013,3,0,125.806,0.519,0.821,-4.832,0.0416,0.00298,0.0762,0.174,False
16154,OSI,No Celebrations,386586,2,1,94.98,0.58,0.643,-8.111,0.0335,0.00118,0.228,0.433,False
16155,Downface,Cold And Overcome,306986,1,6,138.218,0.484,0.808,-5.479,0.0428,0.000194,0.0902,0.356,False
16156,Alcest,Protection - Ben Chisholm Version,251933,1,6,143.082,0.28,0.794,-8.904,0.0806,0.00048,0.0865,0.109,False
16157,Dayshell,Edge Of The World,216440,2,6,102.01,0.442,0.923,-4.175,0.0761,2.16e-05,0.221,0.0509,False
16158,ΛΔΛΜ,Super Silver Haze,283000,1,8,149.907,0.458,0.473,-13.788,0.0276,0.0173,0.176,0.442,False
16159,KALEO,Way down We Go,219560,2,10,163.255,0.489,0.505,-8.022,0.117,0.579,0.104,0.337,False
16160,Tove Lo,Habits (Stay High) - Hippie Sabotage Remix,258933,1,4,121.011,0.735,0.686,-7.562,0.0366,0.00108,0.0933,0.0656,False
16161,Queen,We Will Rock You,121960,1,11,81.272,0.701,0.38,-10.717,0.0674,0.667,0.162,0.598,False
16162,Rixton,Speakerphone,208493,1,11,115.038,0.728,0.73,-6.085,0.0271,0.0133,0.1,0.88,False
16163,Nico,These Days,421303,3,5,93.091,0.401,0.13,-17.638,0.0312,0.989,0.101,0.213,False
16164,Andrew Rayel,New Dawn,208615,1,4,130.027,0.506,0.938,-3.358,0.0736,0.00167,0.16,0.0456,False
16165,Landon Tewers,Don't You,202977,3,2,109.995,0.685,0.575,-4.541,0.0297,0.312,0.121,0.577,False
16166,Astrid S,Hurts So Good,180006,6,7,120.039,0.675,0.609,-5.027,0.0586,0.084,0.0957,0.378,False
16167,The Animal In Me,Your Love,184814,1,6,134.984,0.494,0.974,-3.819,0.0518,3.29e-05,0.109,0.361,False
16168,System Of A Down,Suggestions,163933,1,2,177.962,0.356,0.91,-4.85,0.141,0.0136,0.333,0.063,False
16169,"Chunk! No, Captain Chunk!",All Star,199853,2,10,110.117,0.519,0.943,-4.704,0.0644,8.74e-05,0.288,0.632,False
16170,Submersed,Price Of Fame,234733,2,6,138.658,0.268,0.835,-4.125,0.0531,0.0313,0.0828,0.391,False
16171,Spoon,Me And The Bean,275760,3,4,133.727,0.665,0.645,-7.949,0.0394,0.00491,0.199,0.962,False
16172,Jade Bird,Cathedral,170373,2,5,94.985,0.612,0.631,-4.991,0.0804,0.747,0.125,0.46,False
16173,Machine Head,Davidian,296626,1,7,154.244,0.278,0.937,-6.952,0.168,0.000535,0.227,0.29,False
16174,Justin Caruso,Caving (feat. James Droll),191894,1,11,92.013,0.636,0.818,-5.035,0.0686,0.0818,0.0793,0.414,False
16175,Totally Unicorn,I'll Be Fine Now,266834,2,8,84.842,0.306,0.494,-8.648,0.0289,0.0424,0.0897,0.108,False
16176,Interpol,Obstacle 1,251546,4,5,120.499,0.371,0.941,-4.783,0.0602,5.21e-05,0.0732,0.386,False
16177,Cancer Bats,Trust No One,163265,3,11,133.072,0.401,0.975,-3.527,0.0866,8.57e-06,0.128,0.201,False
16178,The Velvet Underground,Sunday Morning,109227,1,5,105.826,0.506,0.442,-13.268,0.0276,0.0869,0.0846,0.532,False
16179,Enumclaw,2002,152462,1,1,107.283,0.449,0.941,-3.997,0.0562,0.000105,0.221,0.439,False
16180,Jonah Baker,Good 4 U (Acoustic),174677,1,11,127.956,0.607,0.178,-15.471,0.0499,0.737,0.387,0.422,False
16181,Jacob Lee,Secrets,232292,1,9,89.223,0.324,0.474,-5.851,0.0273,0.147,0.112,0.132,False
16182,Red Sun Rising,Amnesia,210746,4,6,125.944,0.482,0.872,-5.511,0.032,4.57e-06,0.279,0.414,False
16183,Faouzia,Tears of Gold,176117,2,5,149.957,0.587,0.664,-5.698,0.0523,0.128,0.323,0.617,False
16184,SKÁLD,Flúga,151800,1,7,110.028,0.667,0.661,-8.973,0.0256,0.632,0.107,0.723,False
16185,Burning Witches,Dance with the Devil,266466,1,6,155.073,0.458,0.951,-4.936,0.075,0.000254,0.109,0.495,False
16186,Van Halen,Ain't Talkin' 'Bout Love - 2015 Remaster,227800,2,8,139.138,0.518,0.938,-5.964,0.0416,0.021,0.288,0.71,False
16187,Linkin Park,Forgotten,194426,1,8,108.198,0.616,0.947,-3.817,0.11,0.0132,0.366,0.498,False
16188,System Of A Down,Spiders,215440,6,5,137.855,0.46,0.54,-5.132,0.0381,0.0324,0.326,0.0506,False
16189,Charli XCX,Gone,10410,1,6,114.008,0.906,0.438,-7.574,0.0654,0.0425,0.071,0.64,False
16190,Adam Lambert,Ghost Town,208330,3,4,119.955,0.703,0.736,-5.709,0.046,0.186,0.174,0.274,False
16191,Julia Michaels,If You Need Me,216080,2,0,147.701,0.483,0.766,-6.894,0.0846,0.423,0.0985,0.552,False
16192,RAC,This Song,247506,1,2,120.013,0.671,0.763,-6.078,0.0434,0.0712,0.171,0.304,False
16193,Laney Jones,Run Wild,199131,1,5,135.033,0.623,0.581,-7.751,0.0324,0.0258,0.0993,0.454,False
16194,Our Lady Peace,Paper Moon,237160,2,7,133.943,0.43,0.666,-6.175,0.0338,0.0135,0.148,0.224,False
16195,Faith No More,Surprise! You're Dead!,146173,1,4,94.655,0.493,0.938,-7.221,0.0819,2.28e-05,0.121,0.707,False
16196,gnash,fragile (feat. WRENN),185029,2,4,133.682,0.599,0.102,-15.901,0.0333,0.786,0.133,0.124,False
16197,The Soggy Bottom Boys,I Am A Man Of Constant Sorrow - Radio Edit,190000,1,5,85.881,0.564,0.328,-13.096,0.0292,0.666,0.0915,0.725,False
16198,Ashley O,On A Roll,154448,2,5,125.011,0.736,0.81,-6.354,0.0906,0.077,0.0523,0.387,False
16199,Dorothy,Wicked Ones,172516,4,5,96.519,0.587,0.635,-5.47,0.0377,0.0353,0.331,0.591,False
16200,My Hearts Are Stereo,Stereo Hearts - Radio Edit,25531,1,9,89.976,0.732,0.648,-9.214,0.0478,0.129,0.206,0.678,False
16201,BAND-MAID,DOMINATION,231389,2,6,174.934,0.401,0.99,-0.513,0.22,7.04e-05,0.0518,0.312,False
16202,Paris Hilton,Heartbeat,223521,1,9,124.999,0.712,0.571,-8.43,0.0292,0.0737,0.107,0.281,False
16203,Ariana Grande,Moonlight,202360,1,9,102.215,0.633,0.412,-7.339,0.0284,0.42,0.048,0.214,False
16204,Carrie Rodriguez,Sad Joy,187586,1,7,75.155,0.563,0.462,-8.204,0.03,0.792,0.113,0.289,False
16205,The Perishers,Pills,189240,2,0,95.389,0.528,0.288,-8.608,0.0262,0.667,0.113,0.294,False
16206,Steve Angello,H8rs (An21 & Max Vangeli vs. Steve Angello),286001,1,9,128.023,0.748,0.593,-5.689,0.0717,0.000126,0.101,0.18,False
16207,Fickle Friends,Pretty Great,426133,1,1,130.045,0.802,0.529,-6.044,0.0425,0.333,0.23,0.959,False
16208,Brittany Howard,Stay High,191395,1,9,122.012,0.598,0.853,-5.373,0.0546,0.132,0.132,0.315,False
16209,Calvin Harris,One Kiss (with Dua Lipa),214847,1,9,123.994,0.791,0.862,-3.24,0.11,0.037,0.0814,0.592,False
16210,Otherkin,All That Remains Won't Be the Same,295021,3,11,112.919,0.463,0.832,-4.906,0.0394,0.000118,0.0829,0.146,False
16211,Jake Owen,Real Life,169826,3,1,108.004,0.654,0.749,-5.383,0.0257,0.00195,0.0956,0.774,False
16212,Birdy,Not About Angels,79599,1,0,116.86,0.405,0.111,-11.879,0.0369,0.964,0.0872,0.219,False
16213,Melanie Martinez,Training Wheels,205680,3,9,113.753,0.571,0.481,-7.179,0.0444,0.697,0.089,0.0807,False
16214,Ben Harper,Ground On Down,293960,1,8,170.559,0.521,0.811,-6.162,0.105,0.31,0.145,0.537,False
16215,t.A.T.u.,Sparks,210733,1,8,129.955,0.62,0.9,-4.913,0.0403,0.0216,0.158,0.566,False
16216,Little Mix,Secret Love Song (feat. Jason Derulo),249810,2,9,92.972,0.529,0.614,-5.032,0.0479,0.215,0.277,0.141,False
16217,Plain White T's,Never Working,178306,1,0,143.043,0.591,0.946,-3.55,0.0281,0.0172,0.137,0.891,False
16218,Miley Cyrus,Prisoner (feat. Dua Lipa),162620,1,3,127.99,0.781,0.67,-3.912,0.0452,0.0103,0.0761,0.595,False
16219,Glass Tides,Abcdefu,155284,1,4,132.012,0.617,0.744,-8.221,0.0391,0.00473,0.344,0.663,False
16220,Bowling For Soup,Ohio (Come Back To Texas),230560,1,11,150.094,0.416,0.748,-4.83,0.0487,7.43e-05,0.0995,0.792,False
16221,Kyson,Have My Back,239397,1,0,115.056,0.68,0.518,-9.08,0.0359,0.466,0.113,0.294,False
16222,Gardiner Sisters,I'll Be Home For Christmas,199488,7,4,168.024,0.37,0.259,-10.573,0.0283,0.88,0.0984,0.215,False
16223,Luna Shadows,Thorns,224827,1,5,87.197,0.54,0.878,-5.1,0.0658,0.0115,0.201,0.527,False
16224,RPWL,Unchain the Earth,426013,2,9,114.995,0.59,0.59,-7.047,0.027,0.152,0.142,0.0895,False
16225,Art Blakey & The Jazz Messengers,Hipsippy Blues,400447,1,5,138.234,0.573,0.247,-19.282,0.0627,0.713,0.103,0.604,False
16226,Silver,The Personal Decay,103986,4,8,170.202,0.274,0.981,-4.047,0.127,0.000776,0.485,0.145,False
16227,Blue October,I Hope You're Happy,232403,2,0,176.085,0.54,0.939,-1.712,0.0878,0.0222,0.105,0.672,False
16228,Powfu,mario kart (feat. Travis Barker),195121,1,7,122.909,0.753,0.518,-6.935,0.0423,0.359,0.102,0.461,False
16229,The Postal Service,The District Sleeps Alone Tonight (DJ Downfall Persistent Beat Mix) - Remastered,414106,1,0,141.988,0.634,0.749,-11.373,0.0439,0.186,0.0715,0.594,False
16230,Alice In Chains,"Nutshell - Live at the Majestic Theatre, Brooklyn, NY - April 1996",588208,1,3,121.801,0.36,0.548,-12.938,0.0468,0.328,0.971,0.244,False
16231,Raissa,SHADES ON,140736,1,1,120.06,0.669,0.497,-7.017,0.0358,0.00973,0.147,0.0779,False
16232,Ed Sheeran,Kiss Me,280853,1,2,74.993,0.589,0.227,-16.67,0.0498,0.64,0.0248,0.182,False
16233,Brooke Bentham,Have to Be Around You,215847,2,0,98.02,0.518,0.511,-8.398,0.0255,0.521,0.118,0.322,False
16234,Gabrielle Aplin,Start of Time,239855,5,0,106.84,0.453,0.461,-9.328,0.0329,0.165,0.109,0.0844,False
16235,Beach House,Space Song,320466,3,0,147.067,0.508,0.792,-7.311,0.0297,0.229,0.145,0.601,False
16236,Rihanna,We Found Love,215226,1,1,127.986,0.734,0.766,-4.485,0.0383,0.025,0.108,0.6,False
16237,Halflives,V (Psycho),205499,6,1,95.021,0.551,0.772,-6.853,0.0363,0.0101,0.113,0.338,False
16238,Jasmine Thompson,Ain't Nobody (Loves Me Better) - Acoustic,178355,3,2,93.971,0.512,0.245,-8.828,0.0338,0.851,0.131,0.266,False
16239,Unitopia,Everybody's Gotta Learn Sometimes,308960,1,1,145.904,0.476,0.489,-10.079,0.0299,0.755,0.56,0.128,False
16240,Modest Mouse,Dance Hall,177066,1,11,187.159,0.405,0.931,-4.459,0.0498,0.00594,0.673,0.655,False
16241,Juana Molina,Vaca Que Cambia De Querencia,227559,1,0,118.237,0.445,0.0133,-19.191,0.0592,0.987,0.127,0.589,False
16242,Nova Miller,Red Dress,413315,2,0,172.873,0.371,0.464,-5.883,0.0309,0.535,0.124,0.304,False
16243,Whissell,Pain of Love,211216,1,0,90.024,0.639,0.647,-5.981,0.0365,0.117,0.13,0.487,False
16244,Wilco,"Jesus, Etc.",2050,1,5,109.413,0.756,0.28,-14.27,0.0296,0.616,0.414,0.695,False
16245,First to Eleven,Sk8er Boi,200400,1,4,75.023,0.527,0.863,-6.747,0.0479,0.00121,0.178,0.349,False
16246,Dead Poet Society,American Blood,0,2,10,118.058,0.549,0.727,-4.551,0.0375,0.0082,0.112,0.385,False
16247,Juice WRLD,I'll Be Fine,18100,1,8,159.909,0.523,0.678,-6.071,0.0692,0.000616,0.142,0.277,False
16248,Jinjer,Perennial,555514,2,6,105.05,0.541,0.901,-5.654,0.0415,0.000799,0.0572,0.194,False
16249,Greg Puciato,A Pair of Questions,264330,1,0,115.983,0.68,0.661,-9.156,0.0279,0.166,0.121,0.676,False
16250,Art Pepper,So In Love,290620,1,5,144.098,0.465,0.555,-9.478,0.0416,0.547,0.133,0.718,False
16251,Tantric,Let It Be - Live-Acoustic,240750,1,7,136.072,0.545,0.684,-4.988,0.0358,0.0866,0.0882,0.341,False
16252,Living in Fiction,7 Years,236000,2,10,179.918,0.264,0.766,-7.296,0.237,0.0582,0.0899,0.554,False
16253,Fleetwood Mac,Silver Springs - 2004 Remaster,288786,2,0,179.014,0.348,0.576,-8.388,0.0289,0.00766,0.276,0.428,False
16254,Smith & Myers,BETTER NOW,200981,1,10,144.948,0.781,0.543,-6.191,0.0312,0.5,0.133,0.822,False
16255,The Verve,Space And Time,336640,1,2,165.495,0.21,0.723,-8.803,0.0366,0.0419,0.138,0.326,False
16256,Surfaces,Sunday Best,158571,2,5,112.02,0.879,0.536,-6.843,0.0602,0.192,0.0716,0.654,False
16257,Handsome Boy Modeling School,Holy Calamity [Bear Witness II],43796,2,6,99.096,0.797,0.983,-6.35,0.166,0.0346,0.316,0.374,False
16258,Siamese,Cities,259680,5,8,150.025,0.546,0.823,-7.97,0.0657,0.000893,0.583,0.278,False
16259,Toadies,Amen,240706,2,9,116.994,0.742,0.6,-6.193,0.0371,0.0397,0.124,0.345,False
16260,Lily Kershaw,Hurricane Punch,158347,1,10,103.08,0.455,0.207,-9.873,0.0324,0.947,0.154,0.213,False
16261,Shamrain,Aphelion,280866,3,4,98.046,0.412,0.497,-7.507,0.0267,0.565,0.103,0.0384,False
16262,Aimer,Brave Shine,233493,2,5,171.064,0.366,0.893,-5.913,0.091,0.003,0.141,0.471,False
16263,Hook N Sling,If You're Hearing This,173925,2,7,101.931,0.71,0.563,-8.004,0.0403,0.125,0.196,0.427,False
16264,Blue Öyster Cult,(Don't Fear) The Reaper,308120,1,9,141.466,0.333,0.927,-8.55,0.0733,0.0029,0.297,0.385,False
16265,Pop Evil,Same Blood,201921,1,11,114.164,0.324,0.917,-4.424,0.0765,0.000565,0.299,0.368,False
16266,Major Parkinson,Downtown Boogie,71112,1,10,91.611,0.567,0.63,-7.58,0.0369,0.441,0.294,0.514,False
16267,The Maine,Into Your Arms,239226,1,7,179.926,0.353,0.709,-3.455,0.0345,0.118,0.102,0.437,False
16268,American Sin,Empty,225811,1,11,169.968,0.355,0.925,-3.897,0.14,0.00117,0.108,0.306,False
16269,Tre Sera,Back to You - Tre Sera Remix,251830,2,11,141.876,0.502,0.896,-3.826,0.101,0.0108,0.113,0.337,False
16270,Stabbing Westward,Goodbye,115333,1,6,76.346,0.331,0.0603,-23.806,0.038,0.988,0.112,0.0393,False
16271,The Hirsch Effekt,Torka,381133,1,10,171.903,0.138,0.883,-6.656,0.0885,0.000273,0.159,0.116,False
16272,Aperture Science Psychoacoustic Laboratories,Haunted Panels,48511,1,4,83.16,0.11,0.0018,-29.84,0.0467,0.989,0.095,0.095,False
16273,Thirty Seconds To Mars,Dangerous Night,199773,2,2,86.937,0.295,0.715,-6.533,0.0709,0.00212,0.242,0.242,False
16274,Point North,Dark Days (feat. Jeris Johnson),170000,2,9,87.548,0.479,0.985,-2.752,0.141,0.000315,0.373,0.356,False
16275,Timothy Pure,The Aberration,232333,1,1,153.898,0.395,0.713,-8.691,0.0387,0.00857,0.105,0.434,False
16276,Ill Niño,Máscara,222234,2,8,162.06,0.44,0.978,-5.441,0.11,2.53e-05,0.339,0.386,False
16277,Bullet For My Valentine,Over It,227864,3,11,97.625,0.374,0.971,-4.284,0.0697,7.69e-05,0.322,0.701,False
16278,Sofia Karlberg,Blue Jeans,160448,1,3,78.789,0.409,0.272,-9.565,0.0481,0.84,0.116,0.417,False
16279,Louna,Мама - Live,255281,1,6,106.021,0.529,0.979,-4.618,0.0739,3.62e-05,0.31,0.186,False
16280,Brutus,Justice de Julia II - Live,246504,2,10,152.631,0.137,0.97,-6.959,0.0712,6.79e-05,0.888,0.144,False
16281,Rise Against,The Good Left Undone,181453,1,1,197.022,0.179,0.979,-3.803,0.145,0.000212,0.131,0.524,False
16282,TSS,YAYAYA,288000,1,2,140.016,0.43,0.702,-8.808,0.0479,0.0753,0.104,0.316,False
16283,Pearl Jam,Not for You - Remastered,352586,1,9,119.902,0.588,0.676,-6.553,0.0324,0.0294,0.0725,0.13,False
16284,The Staves,Facing West,159533,1,4,84.481,0.58,0.0673,-13.814,0.0343,0.978,0.0963,0.185,False
16285,Kiki Rowe,Need You Now,221153,2,4,164.942,0.556,0.7,-8.673,0.0484,0.0864,0.0768,0.647,False
16286,Foo Fighters,Arlandria,267560,1,9,116.337,0.632,0.734,-5.179,0.0375,0.000128,0.337,0.645,False
16287,Counterparts,Nothing Left to Love,277969,2,0,155.044,0.398,0.659,-7.491,0.0299,0.236,0.0953,0.126,False
16288,Acres,Be Alone,281080,2,8,150.226,0.288,0.888,-2.801,0.0551,0.000615,0.283,0.228,False
16289,BROODS,Bridges,191807,7,4,169.539,0.389,0.634,-6.362,0.137,0.017,0.101,0.27,False
16290,Arctic Monkeys,One Point Perspective,208640,1,8,77.104,0.714,0.585,-4.57,0.0419,0.057,0.144,0.842,False
16291,Night Verses,Trading Shadows,391699,2,1,127.95,0.576,0.879,-6.692,0.0352,0.000536,0.14,0.553,False
16292,OSI,Sure You Will,226133,1,1,160.009,0.521,0.937,-6.203,0.0661,0.018,0.447,0.649,False
16293,BAND-MAID,Sayonakidori,273506,1,5,160.056,0.443,0.979,-3.252,0.107,4.71e-05,0.297,0.431,False
16294,A Day To Remember,Welcome to the Family,179933,1,10,170.141,0.417,0.943,-4.994,0.118,0.000266,0.099,0.714,False
16295,DYLYN,What a Ride,187640,2,0,118.018,0.542,0.84,-6.386,0.0465,0.0213,0.365,0.627,False
16296,The Radio Dept.,I Wanted You To Feel The Same,151040,1,0,114.964,0.625,0.551,-8.703,0.0298,0.32,0.291,0.317,False
16297,Lissie,Mother,241320,1,4,114.601,0.372,0.282,-7.251,0.0325,0.275,0.111,0.183,False
16298,Temperance,The Last Hope in a World of Hopes,290133,2,3,84.986,0.472,0.956,-6.435,0.058,6.43e-05,0.297,0.482,False
16299,Earthen Sea,Apparent Lushness,222733,1,9,71.248,0.243,0.0842,-29.673,0.0605,0.952,0.112,0.152,False
16300,Spoon,The Delicate Place,222506,2,9,103.158,0.832,0.533,-7.973,0.0321,0.233,0.0978,0.374,False
16301,The xx,Missing,13839,1,7,79.308,0.202,0.294,-13.687,0.0451,0.63,0.0992,0.0398,False
16302,Kygo,Stay (feat. Maty Noyes),239465,1,8,103.027,0.648,0.736,-7.948,0.0385,0.0444,0.171,0.378,False
16303,Nova Twins,Bullet,184386,2,2,144.949,0.598,0.87,-6.194,0.0714,0.00135,0.216,0.787,False
16304,Pentatonix,Over The Rainbow,42246,1,4,83.736,0.266,0.155,-11.253,0.0292,0.651,0.147,0.24,False
16305,Stevie Nicks,Leather and Lace (with Don Henley),229226,1,3,76.074,0.553,0.398,-11.67,0.0303,0.664,0.114,0.392,False
16306,Tiffany Alvord,How Would You Feel (Paean),270000,2,10,143.95,0.597,0.384,-10.839,0.0346,0.762,0.126,0.204,False
16307,The Maine,Taxi,187243,1,11,185.995,0.476,0.961,-3.043,0.162,0.0712,0.219,0.88,False
16308,Stateside,Hard to Love,191335,10,8,138.744,0.443,0.239,-9.898,0.0291,0.566,0.111,0.185,False
16309,Olivia Rodrigo,Wondering - Ashlyn & Nini Piano Version,150306,1,6,130.72,0.607,0.362,-7.577,0.041,0.879,0.12,0.445,False
16310,YNG Martyr,1992,19200,1,11,163.057,0.857,0.765,-5.204,0.326,0.08,0.149,0.8,False
16311,From Ashes to New,Nowhere to Run,0,1,8,99.942,0.517,0.927,-3.815,0.084,0.0442,0.0906,0.482,False
16312,Soundgarden,Rusty Cage - Remastered,266200,3,9,101.879,0.307,0.917,-7.599,0.0977,1.65e-05,0.0566,0.266,False
16313,The Clash,I Fought the Law,154460,2,2,151.279,0.526,0.9,-6.815,0.0545,0.00539,0.14,0.883,False
